award_id,request_id,award_date,category_l1,category_l2,country,business_unit,supplier_id,supplier_name,total_value,currency,quantity,required_by_date,awarded,award_rank,decision_rationale,policy_compliant,preferred_supplier_used,escalation_required,escalated_to,savings_pct,lead_time_days,risk_score_at_award,notes
AWD-000327,REQ-000115,2026-02-06,Marketing,Search Engine Marketing (SEM),AT,Global IT,SUP-0044,Artefact Analytics,870000.0,EUR,6.0,2026-03-09,True,1,Best compliant combination of price and lead time,True,False,True,Procurement Manager,7.7,12,17,
AWD-000328,REQ-000115,2026-02-06,Marketing,Search Engine Marketing (SEM),AT,Global IT,SUP-0040,WPP Performance Media,887400.0,EUR,6.0,2026-03-09,False,2,Not selected due to higher risk or weaker commercial position,True,True,True,Head of Strategic Sourcing,0.0,12,18,
AWD-000329,REQ-000115,2026-02-09,Marketing,Search Engine Marketing (SEM),AT,Global IT,SUP-0041,Publicis Digital Europe,896100.0,EUR,6.0,2026-03-09,False,3,Not selected due to higher risk or weaker commercial position,True,True,True,Head of Category,0.0,13,19,
AWD-000330,REQ-000116,2026-01-27,IT,Managed Cloud Platform Services,CH,Regional IT EU,SUP-0010,Azure Enterprise,528000.0,CHF,24.0,2026-03-06,True,1,Selected due to policy compliance and supplier capability,True,True,False,Head of Category,2.4,27,12,
AWD-000331,REQ-000116,2026-01-21,IT,Managed Cloud Platform Services,CH,Regional IT EU,SUP-0011,AWS Enterprise EMEA,512160.0,CHF,24.0,2026-03-06,False,2,Rejected because lead time or policy fit was weaker than alternatives,True,False,False,Procurement Manager,0.0,29,21,
AWD-000332,REQ-000116,2026-01-15,IT,Managed Cloud Platform Services,CH,Regional IT EU,SUP-0012,Google Cloud Europe,506880.0,CHF,24.0,2026-03-06,False,3,Selected due to policy compliance and supplier capability,True,False,False,,0.0,29,21,
AWD-000333,REQ-000117,2026-02-27,Facilities,Reception and Lounge Furniture,DE,Global IT,SUP-0022,Herman Miller Contract,91200.0,EUR,5.0,2026-04-29,True,1,Best compliant combination of price and lead time,True,False,False,Head of Category,0.0,12,17,
AWD-000334,REQ-000117,2026-03-01,Facilities,Reception and Lounge Furniture,DE,Global IT,SUP-0020,Kinnarps Workplace,80000.0,EUR,5.0,2026-04-29,False,2,Selected due to policy compliance and supplier capability,True,True,False,Procurement Manager,0.0,12,14,
AWD-000335,REQ-000117,2026-03-13,Facilities,Reception and Lounge Furniture,DE,Global IT,SUP-0021,Steelcase Europe,85600.0,EUR,5.0,2026-04-29,False,3,Best compliant combination of price and lead time,True,True,False,Head of Category,0.0,16,17,
AWD-000336,REQ-000118,2026-02-28,Marketing,Content Production Services,IT,Global IT,SUP-0041,Publicis Digital Europe,515000.0,EUR,5.0,2026-03-18,True,1,Best compliant combination of price and lead time,True,True,False,Head of Category,4.2,12,16,
AWD-000337,REQ-000118,2026-03-04,Marketing,Content Production Services,IT,Global IT,SUP-0043,Monks Europe,490000.0,EUR,5.0,2026-03-18,False,2,Strong incumbent performance and acceptable commercial terms,True,False,False,Head of Category,0.0,14,21,
AWD-000338,REQ-000118,2026-03-08,Marketing,Content Production Services,IT,Global IT,SUP-0040,WPP Performance Media,510000.0,EUR,5.0,2026-03-18,False,3,Rejected because lead time or policy fit was weaker than alternatives,True,True,False,Head of Strategic Sourcing,0.0,14,26,
AWD-000339,REQ-000119,2026-04-27,Marketing,Influencer Campaign Management,AT,Global IT,SUP-0040,WPP Performance Media,179520.0,EUR,2.0,2026-04-29,True,1,Rejected because lead time or policy fit was weaker than alternatives,True,True,True,,3.8,16,19,
AWD-000340,REQ-000119,2026-05-02,Marketing,Influencer Campaign Management,AT,Global IT,SUP-0043,Monks Europe,172480.0,EUR,2.0,2026-04-29,False,2,Not selected due to higher risk or weaker commercial position,True,False,True,,0.0,19,17,
AWD-000341,REQ-000120,2026-02-08,Facilities,Meeting Room Furniture,NL,Corporate Services,SUP-0021,Steelcase Europe,56175.0,EUR,15.0,2026-02-15,True,1,Rejected because lead time or policy fit was weaker than alternatives,True,True,False,Head of Strategic Sourcing,3.0,9,16,
AWD-000342,REQ-000120,2026-02-13,Facilities,Meeting Room Furniture,NL,Corporate Services,SUP-0020,Kinnarps Workplace,52500.0,EUR,15.0,2026-02-15,False,2,Not selected due to higher risk or weaker commercial position,True,True,False,Head of Category,0.0,8,16,
AWD-000343,REQ-000120,2026-02-17,Facilities,Meeting Room Furniture,NL,Corporate Services,SUP-0023,IKEA Business,45150.0,EUR,15.0,2026-02-15,False,3,Best compliant combination of price and lead time,True,False,False,,0.0,11,24,
AWD-000344,REQ-000121,2026-01-29,Professional Services,Software Development Services,BE,Corporate Services,SUP-0032,Thoughtworks Europe,128520.0,EUR,120.0,2026-02-18,True,1,Rejected because lead time or policy fit was weaker than alternatives,True,False,False,Head of Category,3.6,17,18,
AWD-000345,REQ-000121,2026-01-19,Professional Services,Software Development Services,BE,Corporate Services,SUP-0031,Capgemini Consulting,126072.0,EUR,120.0,2026-02-18,False,2,Rejected because lead time or policy fit was weaker than alternatives,True,True,False,,0.0,20,19,
AWD-000346,REQ-000121,2026-01-18,Professional Services,Software Development Services,BE,Corporate Services,SUP-0034,EPAM Delivery Services,112608.0,EUR,120.0,2026-02-18,False,3,Strong incumbent performance and acceptable commercial terms,True,False,False,Procurement Manager,0.0,18,20,
AWD-000347,REQ-000122,2026-03-14,Marketing,Search Engine Marketing (SEM),ES,Cybersecurity,SUP-0044,Artefact Analytics,320000.0,EUR,2.0,2026-03-20,True,1,Best compliant combination of price and lead time,True,False,False,Head of Category,8.5,18,17,
AWD-000348,REQ-000122,2026-03-18,Marketing,Search Engine Marketing (SEM),ES,Cybersecurity,SUP-0040,WPP Performance Media,326400.0,EUR,2.0,2026-03-20,False,2,Rejected because lead time or policy fit was weaker than alternatives,True,True,False,,0.0,18,18,
AWD-000349,REQ-000122,2026-03-25,Marketing,Search Engine Marketing (SEM),ES,Cybersecurity,SUP-0041,Publicis Digital Europe,329600.0,EUR,2.0,2026-03-20,False,3,Best compliant combination of price and lead time,True,True,False,Head of Category,0.0,17,19,
AWD-000350,REQ-000123,2026-04-25,IT,Laptops,BE,Infrastructure,SUP-0001,Dell Enterprise Europe,2580000.0,EUR,3000.0,2026-04-21,True,1,Rejected because lead time or policy fit was weaker than alternatives,True,True,False,Procurement Manager,3.8,15,16,
AWD-000351,REQ-000123,2026-04-30,IT,Laptops,BE,Infrastructure,SUP-0004,Apple Business Channel,2838000.0,EUR,3000.0,2026-04-21,False,2,Rejected because lead time or policy fit was weaker than alternatives,True,False,False,Head of Strategic Sourcing,0.0,14,22,
AWD-000352,REQ-000123,2026-05-04,IT,Laptops,BE,Infrastructure,SUP-0002,HP Enterprise Devices,2554200.0,EUR,3000.0,2026-04-21,False,3,Rejected because lead time or policy fit was weaker than alternatives,True,True,False,Procurement Manager,0.0,14,18,
AWD-000353,REQ-000124,2026-02-05,IT,Mobile Workstations,PL,Facilities,SUP-0001,Dell Enterprise Europe,138000.0,EUR,60.0,2026-03-12,True,1,Strong incumbent performance and acceptable commercial terms,True,True,False,,4.8,28,15,
AWD-000354,REQ-000124,2026-01-28,IT,Mobile Workstations,PL,Facilities,SUP-0002,HP Enterprise Devices,136620.0,EUR,60.0,2026-03-12,False,2,Not selected due to higher risk or weaker commercial position,True,True,False,Head of Category,0.0,28,18,
AWD-000355,REQ-000124,2026-02-08,IT,Mobile Workstations,PL,Facilities,SUP-0008,Computacenter Devices,131100.0,EUR,60.0,2026-03-12,False,3,Selected due to policy compliance and supplier capability,True,False,False,Head of Category,0.0,26,29,
AWD-000356,REQ-000125,2026-02-13,Facilities,Office Chairs,CH,Regional IT EU,SUP-0022,Herman Miller Contract,67032.0,CHF,120.0,2026-04-02,True,1,Rejected because lead time or policy fit was weaker than alternatives,True,False,False,Procurement Manager,7.1,25,22,
AWD-000357,REQ-000125,2026-02-01,Facilities,Office Chairs,CH,Regional IT EU,SUP-0021,Steelcase Europe,62916.0,CHF,120.0,2026-04-02,False,2,Best compliant combination of price and lead time,True,True,False,Procurement Manager,0.0,23,23,
AWD-000358,REQ-000125,2026-02-08,Facilities,Office Chairs,CH,Regional IT EU,SUP-0020,Kinnarps Workplace,58800.0,CHF,120.0,2026-04-02,False,3,Rejected because lead time or policy fit was weaker than alternatives,True,True,False,Procurement Manager,0.0,23,19,
AWD-000359,REQ-000126,2026-05-01,IT,Cloud Networking,PL,Global IT,SUP-0010,Azure Enterprise,1.12,EUR,25.0,2026-06-03,True,1,Rejected because lead time or policy fit was weaker than alternatives,True,True,False,Head of Strategic Sourcing,4.6,28,17,
AWD-000360,REQ-000126,2026-04-19,IT,Cloud Networking,PL,Global IT,SUP-0013,OVHcloud Enterprise,0.41,EUR,10.0,2026-06-03,False,2,Not selected due to higher risk or weaker commercial position,True,False,False,,0.0,27,15,
AWD-000361,REQ-000126,2026-05-01,IT,Cloud Networking,PL,Global IT,SUP-0012,Google Cloud Europe,4.32,EUR,100.0,2026-06-03,False,3,Rejected because lead time or policy fit was weaker than alternatives,True,False,False,Head of Strategic Sourcing,0.0,29,21,
AWD-000362,REQ-000127,2026-04-02,IT,Rugged Devices,PL,Data & Analytics,SUP-0006,Panasonic Toughbook Europe,39960.0,EUR,20.0,2026-04-22,True,1,Selected due to policy compliance and supplier capability,True,False,False,Head of Category,4.1,26,15,
AWD-000363,REQ-000127,2026-04-09,IT,Rugged Devices,PL,Data & Analytics,SUP-0005,Samsung Knox Devices,35890.0,EUR,20.0,2026-04-22,False,2,Not selected due to higher risk or weaker commercial position,True,False,False,Head of Category,0.0,28,28,
AWD-000364,REQ-000128,2026-01-21,IT,Mobile Workstations,BE,Regional IT EU,SUP-0001,Dell Enterprise Europe,231000.0,EUR,105.0,2026-03-11,True,1,Rejected because lead time or policy fit was weaker than alternatives,True,True,True,Procurement Manager,6.8,22,15,
AWD-000365,REQ-000128,2026-01-25,IT,Mobile Workstations,BE,Regional IT EU,SUP-0002,HP Enterprise Devices,228690.0,EUR,105.0,2026-03-11,False,2,Best compliant combination of price and lead time,True,True,True,Head of Strategic Sourcing,0.0,23,18,
AWD-000366,REQ-000128,2026-01-29,IT,Mobile Workstations,BE,Regional IT EU,SUP-0008,Computacenter Devices,219450.0,EUR,105.0,2026-03-11,False,3,Best compliant combination of price and lead time,True,False,True,Procurement Manager,0.0,26,29,
AWD-000367,REQ-000129,2026-03-29,IT,Cloud Compute,FR,Facilities,SUP-0012,Google Cloud Europe,1728.0,EUR,15000.0,2026-03-24,True,1,Rejected because lead time or policy fit was weaker than alternatives,True,False,False,Head of Category,5.8,24,15,
AWD-000368,REQ-000129,2026-03-21,IT,Cloud Compute,FR,Facilities,SUP-0014,Swiss Sovereign Cloud,1944.0,EUR,15000.0,2026-03-24,False,2,Best compliant combination of price and lead time,True,False,False,Procurement Manager,0.0,26,11,
AWD-000369,REQ-000129,2026-03-26,IT,Cloud Compute,FR,Facilities,SUP-0010,Azure Enterprise,1800.0,EUR,15000.0,2026-03-24,False,3,Best compliant combination of price and lead time,True,True,False,Head of Category,0.0,25,17,
AWD-000370,REQ-000130,2026-02-12,IT,Smartphones,AT,Corporate Services,SUP-0004,Apple Business Channel,80080.0,EUR,80.0,2026-03-20,True,1,Not selected due to higher risk or weaker commercial position,True,False,False,Head of Strategic Sourcing,2.0,27,23,
AWD-000371,REQ-000130,2026-02-13,IT,Smartphones,AT,Corporate Services,SUP-0005,Samsung Knox Devices,70616.0,EUR,80.0,2026-03-20,False,2,Not selected due to higher risk or weaker commercial position,True,False,False,Head of Category,0.0,28,30,
AWD-000372,REQ-000131,2026-03-17,IT,Accessories Bundles,NL,Infrastructure,SUP-0004,Apple Business Channel,76560.0,EUR,600.0,2026-03-26,True,1,Best compliant combination of price and lead time,True,False,False,Head of Category,4.1,17,20,
AWD-000373,REQ-000131,2026-03-28,IT,Accessories Bundles,NL,Infrastructure,SUP-0007,Bechtle Workplace Solutions,66816.0,EUR,600.0,2026-03-26,False,2,Not selected due to higher risk or weaker commercial position,True,True,False,Head of Strategic Sourcing,0.0,17,16,
AWD-000374,REQ-000131,2026-03-30,IT,Accessories Bundles,NL,Infrastructure,SUP-0003,Lenovo Commercial EU,68208.0,EUR,600.0,2026-03-26,False,3,Selected due to policy compliance and supplier capability,True,True,False,Head of Strategic Sourcing,0.0,19,23,
AWD-000375,REQ-000132,2026-02-26,Marketing,Marketing Analytics Services,NL,Infrastructure,SUP-0044,Artefact Analytics,1344000.0,EUR,48.0,2026-03-10,True,1,Selected due to policy compliance and supplier capability,True,False,True,Head of Category,9.1,26,16,
AWD-000376,REQ-000132,2026-03-04,Marketing,Marketing Analytics Services,NL,Infrastructure,SUP-0042,DEPT Agency,1290240.0,EUR,48.0,2026-03-10,False,2,Selected due to policy compliance and supplier capability,True,False,True,Head of Category,0.0,28,21,
AWD-000377,REQ-000132,2026-03-10,Marketing,Marketing Analytics Services,NL,Infrastructure,SUP-0041,Publicis Digital Europe,1384320.0,EUR,48.0,2026-03-10,False,3,Best compliant combination of price and lead time,True,True,True,Procurement Manager,0.0,30,24,
AWD-000378,REQ-000133,2026-02-15,Professional Services,Cybersecurity Advisory,AT,Corporate Services,SUP-0030,Accenture Advisory Europe,305536.0,EUR,220.0,2026-02-25,True,1,Not selected due to higher risk or weaker commercial position,True,True,False,Procurement Manager,6.6,12,21,
AWD-000379,REQ-000133,2026-02-07,Professional Services,Cybersecurity Advisory,AT,Corporate Services,SUP-0033,Deloitte Technology Advisory,294624.0,EUR,220.0,2026-02-25,False,2,Strong incumbent performance and acceptable commercial terms,True,False,False,Head of Strategic Sourcing,0.0,14,22,
AWD-000380,REQ-000133,2026-02-16,Professional Services,Cybersecurity Advisory,AT,Corporate Services,SUP-0031,Capgemini Consulting,280984.0,EUR,220.0,2026-02-25,False,3,Selected due to policy compliance and supplier capability,True,True,False,Head of Strategic Sourcing,0.0,13,19,
AWD-000381,REQ-000134,2026-02-24,Marketing,Content Production Services,BE,Facilities,SUP-0041,Publicis Digital Europe,226600.0,EUR,2.0,2026-02-15,True,1,Rejected because lead time or policy fit was weaker than alternatives,True,True,True,Head of Strategic Sourcing,3.9,20,16,
AWD-000382,REQ-000134,2026-02-17,Marketing,Content Production Services,BE,Facilities,SUP-0043,Monks Europe,215600.0,EUR,2.0,2026-02-15,False,2,Strong incumbent performance and acceptable commercial terms,True,False,True,Procurement Manager,0.0,18,21,
AWD-000383,REQ-000134,2026-02-19,Marketing,Content Production Services,BE,Facilities,SUP-0040,WPP Performance Media,224400.0,EUR,2.0,2026-02-15,False,3,Selected due to policy compliance and supplier capability,True,True,True,Head of Strategic Sourcing,0.0,19,26,
AWD-000384,REQ-000135,2026-02-11,Facilities,Reception and Lounge Furniture,CH,Global IT,SUP-0022,Herman Miller Contract,1710000.0,CHF,100.0,2026-02-14,True,1,Not selected due to higher risk or weaker commercial position,True,False,False,Head of Category,2.2,10,17,
AWD-000385,REQ-000135,2026-02-11,Facilities,Reception and Lounge Furniture,CH,Global IT,SUP-0020,Kinnarps Workplace,160000.0,CHF,10.0,2026-02-14,False,2,Best compliant combination of price and lead time,True,True,False,Head of Category,0.0,12,14,
AWD-000386,REQ-000135,2026-02-03,Facilities,Reception and Lounge Furniture,CH,Global IT,SUP-0021,Steelcase Europe,1605000.0,CHF,100.0,2026-02-14,False,3,Rejected because lead time or policy fit was weaker than alternatives,True,True,False,Procurement Manager,0.0,9,17,
AWD-000387,REQ-000136,2026-03-06,Professional Services,Software Development Services,BE,Cybersecurity,SUP-0032,Thoughtworks Europe,90720.0,EUR,80.0,2026-03-05,True,1,Strong incumbent performance and acceptable commercial terms,True,False,False,Procurement Manager,5.4,23,18,
AWD-000388,REQ-000136,2026-02-18,Professional Services,Software Development Services,BE,Cybersecurity,SUP-0031,Capgemini Consulting,88992.0,EUR,80.0,2026-03-05,False,2,Rejected because lead time or policy fit was weaker than alternatives,True,True,False,Procurement Manager,0.0,23,19,
AWD-000389,REQ-000136,2026-02-27,Professional Services,Software Development Services,BE,Cybersecurity,SUP-0034,EPAM Delivery Services,79488.0,EUR,80.0,2026-03-05,False,3,Rejected because lead time or policy fit was weaker than alternatives,True,False,False,,0.0,23,20,
AWD-000390,REQ-000137,2026-01-25,IT,Managed Cloud Platform Services,PL,Digital Workplace,SUP-0010,Azure Enterprise,264000.0,EUR,12.0,2026-02-08,True,1,Selected due to policy compliance and supplier capability,True,True,False,Head of Category,7.9,27,12,
AWD-000391,REQ-000137,2026-02-04,IT,Managed Cloud Platform Services,PL,Digital Workplace,SUP-0011,AWS Enterprise EMEA,256080.0,EUR,12.0,2026-02-08,False,2,Selected due to policy compliance and supplier capability,True,False,False,Head of Strategic Sourcing,0.0,29,21,
AWD-000392,REQ-000137,2026-02-02,IT,Managed Cloud Platform Services,PL,Digital Workplace,SUP-0012,Google Cloud Europe,253440.0,EUR,12.0,2026-02-08,False,3,Rejected because lead time or policy fit was weaker than alternatives,True,False,False,Procurement Manager,0.0,29,21,
AWD-000393,REQ-000138,2026-03-15,IT,Cloud Compute,ES,Regional IT EU,SUP-0012,Google Cloud Europe,31920.0,EUR,350000.0,2026-03-13,True,1,Not selected due to higher risk or weaker commercial position,True,False,True,Head of Category,4.2,14,15,
AWD-000394,REQ-000138,2026-03-12,IT,Cloud Compute,ES,Regional IT EU,SUP-0010,Azure Enterprise,33250.0,EUR,350000.0,2026-03-13,False,2,Not selected due to higher risk or weaker commercial position,True,True,True,Head of Strategic Sourcing,0.0,15,17,
AWD-000395,REQ-000138,2026-03-15,IT,Cloud Compute,ES,Regional IT EU,SUP-0011,AWS Enterprise EMEA,32235.0,EUR,350000.0,2026-03-13,False,3,Strong incumbent performance and acceptable commercial terms,True,False,True,Procurement Manager,0.0,13,16,
AWD-000396,REQ-000139,2026-02-21,IT,Tablets,AT,Facilities,SUP-0004,Apple Business Channel,189750.0,EUR,250.0,2026-03-28,True,1,Best compliant combination of price and lead time,True,False,False,Head of Strategic Sourcing,7.5,25,18,
AWD-000397,REQ-000139,2026-02-16,IT,Tablets,AT,Facilities,SUP-0003,Lenovo Commercial EU,169050.0,EUR,250.0,2026-03-28,False,2,Best compliant combination of price and lead time,True,True,False,Head of Strategic Sourcing,0.0,23,21,
AWD-000398,REQ-000139,2026-02-20,IT,Tablets,AT,Facilities,SUP-0005,Samsung Knox Devices,167325.0,EUR,250.0,2026-03-28,False,3,Strong incumbent performance and acceptable commercial terms,True,False,False,Head of Category,0.0,23,24,
AWD-000399,REQ-000140,2026-03-31,IT,Replacement / Break-Fix Pool Devices,AT,Cybersecurity,SUP-0001,Dell Enterprise Europe,1410000.0,EUR,1500.0,2026-05-05,True,1,Not selected due to higher risk or weaker commercial position,True,True,False,Head of Strategic Sourcing,3.5,19,17,
AWD-000400,REQ-000140,2026-03-17,IT,Replacement / Break-Fix Pool Devices,AT,Cybersecurity,SUP-0006,Panasonic Toughbook Europe,1522800.0,EUR,1500.0,2026-05-05,False,2,Selected due to policy compliance and supplier capability,True,False,False,Head of Strategic Sourcing,0.0,20,23,
AWD-000401,REQ-000140,2026-03-24,IT,Replacement / Break-Fix Pool Devices,AT,Cybersecurity,SUP-0007,Bechtle Workplace Solutions,1353600.0,EUR,1500.0,2026-05-05,False,3,Not selected due to higher risk or weaker commercial position,True,True,False,Procurement Manager,0.0,16,19,
AWD-000402,REQ-000141,2026-02-20,IT,Cloud Compute,DE,Global IT,SUP-0012,Google Cloud Europe,12096.0,EUR,120000.0,2026-04-11,True,1,Not selected due to higher risk or weaker commercial position,True,False,False,,7.3,16,15,
AWD-000403,REQ-000141,2026-02-21,IT,Cloud Compute,DE,Global IT,SUP-0014,Swiss Sovereign Cloud,13608.0,EUR,120000.0,2026-04-11,False,2,Not selected due to higher risk or weaker commercial position,True,False,False,,0.0,16,11,
AWD-000404,REQ-000141,2026-02-28,IT,Cloud Compute,DE,Global IT,SUP-0010,Azure Enterprise,12600.0,EUR,120000.0,2026-04-11,False,3,Not selected due to higher risk or weaker commercial position,True,True,False,Procurement Manager,0.0,20,17,
AWD-000405,REQ-000142,2026-02-11,IT,Smartphones,AT,Data & Analytics,SUP-0004,Apple Business Channel,821700.0,EUR,900.0,2026-03-01,True,1,Not selected due to higher risk or weaker commercial position,True,False,False,Head of Strategic Sourcing,2.5,18,23,
AWD-000406,REQ-000142,2026-02-13,IT,Smartphones,AT,Data & Analytics,SUP-0005,Samsung Knox Devices,724590.0,EUR,900.0,2026-03-01,False,2,Rejected because lead time or policy fit was weaker than alternatives,True,False,False,Head of Strategic Sourcing,0.0,18,30,
AWD-000407,REQ-000143,2026-03-06,IT,Accessories Bundles,ES,Infrastructure,SUP-0004,Apple Business Channel,40260.0,EUR,300.0,2026-04-07,True,1,Rejected because lead time or policy fit was weaker than alternatives,True,False,False,Head of Strategic Sourcing,4.4,25,20,
AWD-000408,REQ-000143,2026-03-08,IT,Accessories Bundles,ES,Infrastructure,SUP-0007,Bechtle Workplace Solutions,35136.0,EUR,300.0,2026-04-07,False,2,Best compliant combination of price and lead time,True,True,False,Head of Strategic Sourcing,0.0,22,16,
AWD-000409,REQ-000143,2026-03-05,IT,Accessories Bundles,ES,Infrastructure,SUP-0003,Lenovo Commercial EU,35868.0,EUR,300.0,2026-04-07,False,3,Strong incumbent performance and acceptable commercial terms,True,True,False,Head of Strategic Sourcing,0.0,25,23,
AWD-000410,REQ-000144,2026-05-09,Professional Services,Software Development Services,BE,Corporate Services,SUP-0032,Thoughtworks Europe,224070.0,EUR,220.0,2026-06-01,True,1,Rejected because lead time or policy fit was weaker than alternatives,True,False,False,Head of Strategic Sourcing,8.8,14,18,
AWD-000411,REQ-000144,2026-05-01,Professional Services,Software Development Services,BE,Corporate Services,SUP-0031,Capgemini Consulting,219802.0,EUR,220.0,2026-06-01,False,2,Not selected due to higher risk or weaker commercial position,True,True,False,,0.0,12,19,
AWD-000412,REQ-000144,2026-05-01,Professional Services,Software Development Services,BE,Corporate Services,SUP-0034,EPAM Delivery Services,196328.0,EUR,220.0,2026-06-01,False,3,Selected due to policy compliance and supplier capability,True,False,False,Procurement Manager,0.0,13,20,
AWD-000413,REQ-000145,2026-04-16,Professional Services,Cybersecurity Advisory,PL,Global IT,SUP-0030,Accenture Advisory Europe,176064.0,EUR,120.0,2026-04-10,True,1,Selected due to policy compliance and supplier capability,True,True,False,Procurement Manager,5.8,19,21,
AWD-000414,REQ-000145,2026-04-15,Professional Services,Cybersecurity Advisory,PL,Global IT,SUP-0031,Capgemini Consulting,161916.0,EUR,120.0,2026-04-10,False,2,Not selected due to higher risk or weaker commercial position,True,True,False,Head of Category,0.0,20,19,
AWD-000415,REQ-000146,2026-04-04,Professional Services,Software Development Services,FR,Marketing,SUP-0032,Thoughtworks Europe,128520.0,EUR,120.0,2026-04-28,True,1,Selected due to policy compliance and supplier capability,True,False,False,Procurement Manager,4.9,17,18,
AWD-000416,REQ-000146,2026-04-18,Professional Services,Software Development Services,FR,Marketing,SUP-0031,Capgemini Consulting,126072.0,EUR,120.0,2026-04-28,False,2,Selected due to policy compliance and supplier capability,True,True,False,,0.0,20,19,
AWD-000417,REQ-000146,2026-04-13,Professional Services,Software Development Services,FR,Marketing,SUP-0034,EPAM Delivery Services,112608.0,EUR,120.0,2026-04-28,False,3,Best compliant combination of price and lead time,True,False,False,,0.0,18,20,
AWD-000418,REQ-000147,2026-03-22,Professional Services,Cybersecurity Advisory,CH,Data & Analytics,SUP-0030,Accenture Advisory Europe,555520.0,CHF,400.0,2026-04-29,True,1,Rejected because lead time or policy fit was weaker than alternatives,True,True,False,Procurement Manager,5.6,12,21,
AWD-000419,REQ-000147,2026-03-24,Professional Services,Cybersecurity Advisory,CH,Data & Analytics,SUP-0033,Deloitte Technology Advisory,535680.0,CHF,400.0,2026-04-29,False,2,Best compliant combination of price and lead time,True,False,False,Procurement Manager,0.0,14,22,
AWD-000420,REQ-000147,2026-03-31,Professional Services,Cybersecurity Advisory,CH,Data & Analytics,SUP-0031,Capgemini Consulting,510880.0,CHF,400.0,2026-04-29,False,3,Selected due to policy compliance and supplier capability,True,True,False,Head of Strategic Sourcing,0.0,13,19,
AWD-000421,REQ-000148,2026-03-04,IT,Docking Stations,ES,Facilities,SUP-0001,Dell Enterprise Europe,37200.0,EUR,240.0,2026-05-02,True,1,Rejected because lead time or policy fit was weaker than alternatives,True,True,True,,9.0,22,15,
AWD-000422,REQ-000148,2026-03-04,IT,Docking Stations,ES,Facilities,SUP-0007,Bechtle Workplace Solutions,35712.0,EUR,240.0,2026-05-02,False,2,Rejected because lead time or policy fit was weaker than alternatives,True,True,True,Procurement Manager,0.0,26,19,
AWD-000423,REQ-000148,2026-03-05,IT,Docking Stations,ES,Facilities,SUP-0002,HP Enterprise Devices,36828.0,EUR,240.0,2026-05-02,False,3,Best compliant combination of price and lead time,True,True,True,Head of Category,0.0,23,26,
AWD-000424,REQ-000149,2026-04-15,Professional Services,Software Development Services,IT,Cybersecurity,SUP-0032,Thoughtworks Europe,224070.0,EUR,220.0,2026-06-03,True,1,Selected due to policy compliance and supplier capability,True,False,False,,0.0,14,18,
AWD-000425,REQ-000149,2026-04-23,Professional Services,Software Development Services,IT,Cybersecurity,SUP-0031,Capgemini Consulting,219802.0,EUR,220.0,2026-06-03,False,2,Selected due to policy compliance and supplier capability,True,True,False,,0.0,12,19,
AWD-000426,REQ-000149,2026-04-19,Professional Services,Software Development Services,IT,Cybersecurity,SUP-0034,EPAM Delivery Services,196328.0,EUR,220.0,2026-06-03,False,3,Selected due to policy compliance and supplier capability,True,False,False,,0.0,13,20,
AWD-000427,REQ-000150,2026-04-19,Professional Services,Cybersecurity Advisory,CH,Infrastructure,SUP-0030,Accenture Advisory Europe,333312.0,CHF,240.0,2026-05-12,True,1,Not selected due to higher risk or weaker commercial position,True,True,True,Head of Strategic Sourcing,7.0,12,21,
AWD-000428,REQ-000150,2026-04-15,Professional Services,Cybersecurity Advisory,CH,Infrastructure,SUP-0033,Deloitte Technology Advisory,321408.0,CHF,240.0,2026-05-12,False,2,Best compliant combination of price and lead time,True,False,True,,0.0,14,22,
AWD-000429,REQ-000150,2026-04-11,Professional Services,Cybersecurity Advisory,CH,Infrastructure,SUP-0031,Capgemini Consulting,306528.0,CHF,240.0,2026-05-12,False,3,Rejected because lead time or policy fit was weaker than alternatives,True,True,True,Head of Category,0.0,13,19,
AWD-000430,REQ-000151,2026-02-19,IT,Desktop Workstations,PL,Marketing,SUP-0002,HP Enterprise Devices,40095.0,EUR,15.0,2026-04-06,True,1,Not selected due to higher risk or weaker commercial position,True,True,False,,3.0,26,18,
AWD-000431,REQ-000151,2026-02-14,IT,Desktop Workstations,PL,Marketing,SUP-0003,Lenovo Commercial EU,39690.0,EUR,15.0,2026-04-06,False,2,Best compliant combination of price and lead time,True,True,False,Procurement Manager,0.0,27,23,
AWD-000432,REQ-000151,2026-02-20,IT,Desktop Workstations,PL,Marketing,SUP-0008,Computacenter Devices,38475.0,EUR,15.0,2026-04-06,False,3,Strong incumbent performance and acceptable commercial terms,True,False,False,Head of Category,0.0,27,27,
AWD-000433,REQ-000152,2026-04-15,IT,Smartphones,PL,Infrastructure,SUP-0004,Apple Business Channel,143550.0,EUR,150.0,2026-05-22,True,1,Best compliant combination of price and lead time,True,False,True,,6.3,22,23,
AWD-000434,REQ-000152,2026-04-13,IT,Smartphones,PL,Infrastructure,SUP-0005,Samsung Knox Devices,126585.0,EUR,150.0,2026-05-22,False,2,Strong incumbent performance and acceptable commercial terms,True,False,True,Head of Category,0.0,24,30,
AWD-000435,REQ-000153,2026-03-15,IT,Rugged Devices,CH,Digital Workplace,SUP-0006,Panasonic Toughbook Europe,79920.0,CHF,40.0,2026-03-25,True,1,Not selected due to higher risk or weaker commercial position,True,False,False,Head of Strategic Sourcing,8.8,26,15,
